id,notes,original_zip,manual_match_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained ($),Future Stipend - Amount obtained ($),Rental Arrears - Amount obtained ($),Moving Costs - Amount obtained ($),Total RRF Award
164361,,2118,,Match,Non_Exact,25,25,91200,3000,$0.00 ,$0.00 ,"$1,900.00 ",$0.00 ,June-21; July-21; August-21,6/3/21,$0.00 ,"$4,500.00 ",$0.00 ,,"$9,300.00 "
164362,,,2113,Tie,,,,30100,2004,$0.00 ,$0.00 ,$0.00 ,$0.00 ,21-May,6/2/21,,$0.00 ,"$1,300.00 ",,"$1,300.00 "
164363,,2128,,Match,Non_Exact,25,25,130404,1002,$0.00 ,$0.00 ,$417.00 ,$0.00 ,May-21; June-21; July-21; August-21,5/28/21,,"$5,400.00 ","$1,800.00 ",,"$14,400.00 "
164364,,,2118,No_Match,,,,71101,2003,"$8,000.00 ",$0.00 ,$0.00 ,"$8,000.00 ",March-20; April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21,6/4/21,,,"$10,734.00 ",,"$10,734.00 "
164365,,2125,,Match,Non_Exact,25,25,50600,1005,"$2,300.00 ",$0.00 ,$0.00 ,"$2,300.00 ",May-21; June-21; July-21; August-21,4/30/21,,"$3,450.00 ","$2,589.00 ",,"$12,028.00 "
164366,,2130,,Match,Non_Exact,25,25,81700,5001,"$19,800.00 ","$2,111.88 ","$4,600.00 ","$21,911.88 ",March-20; April-20; June-20; July-20; August-20; October-20; November-20; December-20; September-21,5/21/21,,,"$15,000.00 ",,"$15,000.00 "
164367,,2128,,Tie,,,,50200,1005,$0.00 ,$0.00 ,"$1,500.00 ",$0.00 ,May-21; June-21; July-21; August-21,5/14/21,,"$5,600.00 ",$0.00 ,,"$11,200.00 "
164368,,2126,,Match,Non_Exact,25,25,120700,1000,"$4,000.00 ",$0.00 ,$0.00 ,"$4,000.00 ",May-21; June-21,7/13/21,,"$6,000.00 ",$0.00 ,,"$6,000.00 "
164369,,,2114,Tie,,,,50200,1005,"$1,000.00 ",$0.00 ,"$2,500.00 ","$1,000.00 ",April-21; May-21; June-21; July-21,5/5/21,,"$4,500.00 ","$1,000.00 ",,"$13,000.00 "
164370,,2111,,Match,Non_Exact,25,25,101101,2004,"$2,800.00 ",$0.00 ,$0.00 ,"$2,800.00 ",March-21; April-21; May-21,5/18/21,$305.87 ,"$8,000.00 ","$4,200.00 ",,"$12,505.87 "
164371,,2136,,Match,Non_Exact,25,25,701,2004,"$1,300.00 ",$0.00 ,"$1,200.00 ","$1,300.00 ",April-21; May-21; June-21; July-21,4/30/21,,$0.00 ,"$5,200.00 ",,"$5,200.00 "
164372,,2119,,Match,Non_Exact,25,25,140105,2004,"$14,000.00 ","$2,261.00 ","$1,150.00 ","$16,261.00 ",October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/12/21,"$1,000.00 ",,"$14,000.00 ",,"$15,000.00 "
164373,,2124,,Match,Non_Exact,25,25,81800,1001,"$2,288.00 ",$0.00 ,"$34,696.00 ","$2,288.00 ",March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,5/20/21,,$0.00 ,"$3,636.00 ",,"$3,636.00 "
164374,,2128,,Match,Non_Exact,25,25,80100,2000,$0.00 ,$0.00 ,"$1,928.00 ",$0.00 ,June-21; July-21; August-21,5/10/21,,"$2,907.00 ",,,"$2,907.00 "
164375,,2125,,Match,Non_Exact,25,25,50500,1003,$0.00 ,$0.00 ,$0.00 ,$0.00 ,May-21; June-21; July-21; August-21,5/5/21,,$0.00 ,"$2,668.00 ",,"$2,668.00 "
164376,,2121,,Match,Non_Exact,25,25,120201,3000,"$2,400.00 ","$4,608.00 ","$2,500.00 ","$7,008.00 ",January-21; February-21; March-21; April-21; May-21,5/18/21,$861.26 ,"$3,308.00 ","$3,309.00 ",,"$7,478.26 "
164377,,2128,,Match,Exact,25,25,50901,3007,"$2,000.00 ",$0.00 ,"$3,000.00 ","$2,000.00 ",April-21; May-21; June-21; July-21,5/5/21,$104.99 ,,"$8,000.00 ",,"$8,104.99 "
164378,,2131,,Match,Non_Exact,25,25,91200,1001,$0.00 ,$800.00 ,$0.00 ,$800.00 ,21-Jun,7/6/21,,$800.00 ,$0.00 ,,$800.00 
164379,,2134,,Match,Non_Exact,25,25,110502,1013,$0.00 ,$0.00 ,"$1,072.00 ",$0.00 ,June-21; July-21; August-21,5/12/21,,"$2,475.00 ",$0.00 ,,"$2,475.00 "
164380,,2128,,Match,Non_Exact,25,25,50500,1003,"$6,000.00 ",$0.00 ,$900.00 ,"$6,000.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/22/21,,,"$10,510.00 ",,"$10,510.00 "
164381,,2127,,Match,Non_Exact,25,25,604,1006,$875.00 ,$0.00 ,$800.00 ,$875.00 ,March-21; April-21; May-21; June-21; July-21; August-21,5/28/21,,"$4,500.00 ","$1,750.00 ",,"$6,250.00 "
164382,,2124,,Match,Non_Exact,25,25,503,2006,$0.00 ,$327.00 ,$465.00 ,$327.00 ,May-21; June-21; July-21,4/16/21,,"$5,475.00 ",,,"$5,475.00 "
164383,,2130,,Match,Non_Exact,25,25,50700,3004,"$2,000.00 ",$410.00 ,$800.00 ,"$2,410.00 ",February-21; March-21; April-21; May-21; June-21; July-21,4/30/21,,"$8,000.00 ","$4,000.00 ",,"$12,000.00 "
164384,,2119,,Match,Non_Exact,25,25,61000,1003,"$4,500.00 ",$600.00 ,"$2,200.00 ","$5,100.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/21/21,,,"$12,000.00 ",,"$12,000.00 "
164385,,2134,,Match,Non_Exact,25,25,81200,2000,"$2,852.00 ",$805.27 ,"$5,005.00 ","$3,657.27 ",March-21; April-21; May-21; June-21; July-21,4/12/21,$883.76 ,"$5,704.00 ","$1,426.00 ",,"$8,013.76 "
164386,,2130,,Match,Non_Exact,25,25,81302,1001,$444.00 ,$0.00 ,"$2,000.00 ",$444.00 ,April-21; May-21; June-21,6/9/21,,$0.00 ,$147.00 ,,$147.00 
164387,,2121,,Match,Non_Exact,25,25,804,1016,$0.00 ,"$2,500.00 ","$2,368.00 ","$2,500.00 ",July-21; August-21; September-21; October-21; November-21; December-21,7/6/21,,"$3,300.00 ",,,"$3,300.00 "
164388,,2128,,Match,Non_Exact,25,25,81200,1001,"$2,800.00 ",$434.00 ,"$3,380.00 ","$3,234.00 ",March-21; April-21; April-21; May-21; June-21; July-21,4/14/21,,"$5,600.00 ","$1,400.00 ",,"$7,000.00 "
164389,,,2128,No_Match,,,,51101,2003,$0.00 ,"$1,141.00 ","$2,200.00 ","$1,141.00 ",July-21; August-21; September-21,7/9/21,$241.41 ,"$6,000.00 ",$0.00 ,,"$6,241.41 "
164391,,2124,,Match,Non_Exact,25,25,50101,1003,$0.00 ,$0.00 ,"$3,000.00 ",$0.00 ,March-20; April-20; May-20; June-20; July-20; August-20; September-20,5/17/21,,"$5,400.00 ",$0.00 ,,"$5,400.00 "
164392,,2136,,Match,Non_Exact,25,25,100500,2000,$0.00 ,"$3,000.00 ","$3,500.00 ","$3,000.00 ",December-20; January-21,5/17/21,"$1,438.33 ",,,,"$1,438.33 "
164393,,2130,,Match,Non_Exact,25,25,100500,1002,$0.00 ,$636.00 ,"$3,000.00 ",$636.00 ,May-21; June-21; July-21,4/30/21,$419.67 ,"$6,067.00 ","$6,066.89 ",,"$12,553.56 "
164394,,2114,,Match,Non_Exact,25,25,140201,1010,$500.00 ,"$2,236.00 ","$1,200.00 ","$2,736.00 ",March-21; April-21; May-21; June-21,7/14/21,,$0.00 ,"$2,000.00 ",,"$2,000.00 "
164395,,,2114,Tie,,,,20200,2002,$0.00 ,$0.00 ,"$3,350.00 ",$0.00 ,April-21; May-21; June-21; July-21; August-21,6/2/21,$43.88 ,,,,"$8,590.15 "
164396,,2125,,Match,Non_Exact,25,25,10500,1004,$0.00 ,$0.00 ,"$50,000.00 ",$0.00 ,June-21; July-21; August-21,5/18/21,,$0.00 ,"$5,791.00 ",,"$5,791.00 "
164397,,2109,,Match,Non_Exact,25,25,50901,3006,"$3,200.00 ",$0.00 ,"$3,500.00 ","$3,200.00 ",March-20; April-20; May-20; June-20,5/14/21,$59.06 ,"$4,800.00 ",$0.00 ,,"$4,859.06 "
164398,,2210,,Match,Non_Exact,25,25,30500,3000,$0.00 ,$382.00 ,"$1,000.00 ",$382.00 ,May-21; June-21; July-21,4/30/21,$402.17 ,"$3,375.00 ",,,"$7,152.17 "
164399,,2124,,Match,Non_Exact,25,25,130402,4010,"$1,800.00 ",$0.00 ,"$2,468.00 ","$1,800.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/10/21,,,"$14,400.00 ",,"$15,000.00 "
164400,,2122,,Match,Non_Exact,25,25,90901,1005,$731.00 ,$575.00 ,#Error!,#Error!,April-21; May-21,6/1/21,,$0.00 ,"$1,437.00 ",,"$1,437.00 "
164401,,,2122,No_Match,,,,100601,2004,"$6,000.00 ",$0.00 ,"$1,068.00 ","$6,000.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/30/21,,"$4,800.00 ","$4,800.00 ",,"$9,600.00 "
164402,,2128,,Match,Non_Exact,25,25,82100,2001,$602.00 ,$0.00 ,$0.00 ,$602.00 ,April-21; May-21; June-21; July-21,4/30/21,,,"$1,191.00 ",,"$1,191.00 "
164403,,2121,,Match,Non_Exact,25,25,60604,1003,$0.00 ,$0.00 ,"$1,268.00 ",$0.00 ,June-21; July-21; August-21,7/16/21,,"$5,796.00 ",$0.00 ,,"$5,796.00 "
164404,,2126,,Match,Non_Exact,25,25,50901,1014,"$2,000.00 ",$700.00 ,"$2,500.00 ","$2,700.00 ",21-Apr,6/2/21,$188.71 ,"$6,000.00 ",$0.00 ,,"$6,188.71 "
164406,,2128,,Match,Non_Exact,25,25,101002,2014,$0.00 ,"$1,658.82 ",$724.00 ,"$1,658.82 ",April-21; May-21; June-21; July-21,4/28/21,,"$6,000.00 ","$2,000.00 ",,"$8,000.00 "
164407,,2120,,Match,Non_Exact,25,25,805,1005,"$1,400.00 ",$0.00 ,"$1,544.00 ","$1,400.00 ",April-21; May-21; June-21; July-21,4/23/21,,"$4,200.00 ","$1,399.00 ",,"$15,146.15 "
164408,,2125,,Match,Non_Exact,25,25,60800,4001,"$1,550.00 ",$270.00 ,$0.00 ,"$1,820.00 ",May-21; June-21; July-21,4/28/21,$289.66 ,,"$4,650.00 ",,"$14,239.66 "
164409,,2125,,Match,Non_Exact,25,25,50700,1003,"$4,200.00 ",$0.00 ,$428.00 ,"$4,200.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,5/18/21,,$0.00 ,"$6,700.00 ",,"$6,700.00 "
164411,,2115,,Match,Non_Exact,25,25,91300,2006,"$2,600.00 ",$0.00 ,"$2,200.00 ","$2,600.00 ",April-21; May-21; June-21; July-21,4/28/21,"$1,500.00 ",$0.00 ,"$4,964.00 ",,"$6,464.00 "
164412,,2130,,Match,Non_Exact,25,25,100300,3004,"$6,000.00 ",$0.00 ,"$3,536.00 ","$6,000.00 ",December-20; January-21; February-21; March-21; April-21; May-21,5/12/21,,,"$15,000.00 ",,"$15,000.00 "
164413,,2115,,Match,Non_Exact,25,25,90901,1006,$0.00 ,$0.00 ,"$3,200.00 ",$0.00 ,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,7/1/21,$0.00 ,"$8,085.00 ",,,"$8,085.00 "
164414,,2135,,Match,Non_Exact,25,25,10404,2002,$948.00 ,$0.00 ,"$2,400.00 ",$948.00 ,April-21; May-21; June-21; July-21,4/22/21,$126.26 ,"$2,844.00 ",$441.00 ,,"$3,411.26 "
164415,,2134,,Match,Non_Exact,25,25,100200,1006,"$18,500.00 ",$0.00 ,$190.00 ,"$18,500.00 ",July-21; August-21; September-21,7/1/21,,,,"$6,900.00 ","$15,000.00 "
164416,,2115,,Match,Non_Exact,25,25,704,4001,"$2,000.00 ",$0.00 ,"$1,500.00 ","$2,000.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/30/21,,$0.00 ,"$5,903.00 ",,"$8,174.00 "
164417,,2124,,Match,Non_Exact,25,25,100900,3008,"$6,000.00 ",$0.00 ,"$1,800.00 ","$6,000.00 ",,7/16/21,,$0.00 ,"$6,680.00 ",,"$6,680.00 "
164418,,2121,,Match,Non_Exact,25,25,100800,6012,$750.00 ,$0.00 ,"$1,486.00 ",$750.00 ,,5/14/21,$0.00 ,"$4,125.00 ",,,"$8,250.00 "
164419,,2124,,Match,Non_Exact,25,25,10403,1002,$0.00 ,$0.00 ,"$2,200.00 ",$0.00 ,,6/14/21,,$0.00 ,"$3,438.00 ",,"$3,438.00 "
164420,,2114,,Match,Non_Exact,25,25,10403,1002,$0.00 ,$0.00 ,"$1,068.00 ",$0.00 ,June-21; July-21; August-21,5/17/21,,$0.00 ,"$5,540.00 ",,"$8,867.00 "
164421,,,2130,No_Match,,,,120700,2002,"$3,600.00 ",$0.00 ,$0.00 ,"$3,600.00 ",April-21; May-21; June-21; July-21; August-21; September-21; October-21,5/5/21,,"$10,800.00 ","$1,800.00 ",,"$12,600.00 "
164422,,,2124,No_Match,,,,100601,4006,"$1,650.00 ",$0.00 ,$785.00 ,"$1,650.00 ",,5/11/21,,,"$8,250.00 ",,"$8,250.00 "
164424,,,2129,Tie,,,,40300,3001,"$1,100.00 ",$0.00 ,$195.00 ,"$1,100.00 ",April-21; May-21; June-21; July-21,4/22/21,,"$8,000.00 ","$1,100.00 ",,"$9,100.00 "
164425,,2121,,Match,Non_Exact,25,25,50101,3005,"$1,600.00 ",$0.00 ,"$2,000.00 ","$1,600.00 ",April-21; May-21; June-21; July-21; August-21,4/30/21,,"$4,800.00 ","$3,200.00 ",,"$8,000.00 "
164426,,2215,,Match,Non_Exact,25,25,51200,2002,$0.00 ,$0.00 ,"$2,000.00 ",$0.00 ,March-21; May-21; June-21; July-21,4/23/21,,$0.00 ,"$5,200.00 ",,"$5,200.00 "
164427,,2128,,Match,Exact,25,25,51101,1008,$0.00 ,$0.00 ,"$3,000.00 ",$0.00 ,April-21; May-21; June-21; July-21,5/19/21,$0.00 ,"$6,000.00 ","$2,000.00 ",,"$8,000.00 "
164428,,2119,,Match,Non_Exact,25,25,70103,1001,$0.00 ,$0.00 ,$531.00 ,$0.00 ,,5/14/21,$0.00 ,$0.00 ,"$6,985.00 ",,"$6,985.00 "
164429,,2131,,Match,Non_Exact,25,25,82000,2004,$675.00 ,$0.00 ,$0.00 ,$675.00 ,April-21; May-21; June-21,4/12/21,,"$2,025.00 ",,,"$2,025.00 "
164430,,2118,,Match,Non_Exact,25,25,50700,3004,"$1,500.00 ",$0.00 ,"$2,800.00 ","$1,500.00 ",April-21; May-21; June-21; July-21,4/23/21,,"$5,600.00 ","$1,400.00 ",,"$11,200.00 "
164431,,2121,,Match,Non_Exact,25,25,80601,1007,"$1,662.00 ",$0.00 ,"$1,000.00 ","$1,662.00 ",April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/30/21,,"$7,662.00 ","$1,662.00 ",,"$15,000.00 "
164432,,2128,,Match,Exact,25,25,50700,3004,"$5,700.00 ",$0.00 ,$0.00 ,"$5,700.00 ",February-21; March-21; April-21; May-21; June-21; July-21,4/22/21,,,"$13,300.00 ",,"$13,300.00 "
164433,,2128,,Match,Non_Exact,25,25,90100,5002,"$1,900.00 ",$0.00 ,"$2,800.00 ","$1,900.00 ",March-21; April-21; May-21; June-21; July-21,4/7/21,,"$9,500.00 ",,,"$15,000.00 "
164434,,2121,,Match,Non_Exact,25,25,402,2009,$0.00 ,$0.00 ,$400.00 ,$0.00 ,April-21; May-21; June-21; July-21,4/7/21,,"$2,250.00 ",$0.00 ,,"$2,250.00 "
164435,,2126,,Match,Non_Exact,25,25,50901,1016,"$1,900.00 ",$0.00 ,$567.00 ,"$1,900.00 ",February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21,7/4/21,,,"$13,300.00 ",,"$15,000.00 "
164436,,2128,,Match,Non_Exact,25,25,90100,3002,"$4,000.00 ",$0.00 ,"$2,400.00 ","$4,000.00 ",January-21; February-21; March-21,4/7/21,,"$5,700.00 ",,,"$12,700.00 "
164437,,2129,,Match,Non_Exact,25,25,50101,3006,"$1,000.00 ",$0.00 ,"$1,200.00 ","$1,000.00 ",March-21; April-21; May-21; June-21; July-21,4/28/21,,"$4,150.00 ",,,"$4,150.00 "
164438,,2128,,Match,Exact,25,25,50101,2004,"$1,000.00 ",$0.00 ,$854.00 ,"$1,000.00 ",,5/19/21,,,"$11,400.00 ",,"$11,400.00 "
164439,,2132,,Match,Non_Exact,25,25,40401,2000,$0.00 ,$0.00 ,"$1,148.00 ",$0.00 ,,5/7/21,,$0.00 ,"$4,200.00 ",,"$7,350.00 "
164440,,2122,,Match,Non_Exact,25,25,50700,1000,"$3,750.00 ",$0.00 ,$930.00 ,"$3,750.00 ",,5/14/21,,$0.00 ,"$7,500.00 ",,"$7,500.00 "
164441,,,2132,No_Match,,,,130402,4021,"$1,675.00 ",$0.00 ,"$2,006.00 ","$1,675.00 ",April-21; May-21; June-21,4/7/21,,$0.00 ,"$3,350.00 ",,"$3,350.00 "
164442,,2135,,Match,Non_Exact,25,25,100601,2004,"$2,813.00 ",$0.00 ,$650.00 ,"$2,813.00 ",April-21; May-21; June-21; July-21,3/31/21,$96.27 ,"$5,250.00 ","$4,215.00 ",,"$14,811.27 "
164443,no address provided,,Dorchester,No_Match,,,,,,"$4,768.00 ",$0.00 ,$265.00 ,"$4,768.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21; August-21,6/16/21,,"$7,354.00 ","$5,186.00 ",,"$12,540.00 "
164444,,,2125,No_Match,,,,100601,2004,$900.00 ,$0.00 ,"$1,958.00 ",$900.00 ,March-21; April-21; May-21; June-21; July-21; August-21,4/7/21,,"$2,700.00 ","$2,400.00 ",,"$8,700.00 "
164445,,2128,,Match,Exact,25,25,50200,2002,"$3,400.00 ",$0.00 ,"$2,000.00 ","$3,400.00 ",April-21; May-21; June-21; July-21,4/22/21,,,"$8,000.00 ",,"$8,000.00 "
164446,,2215,,Match,Non_Exact,25,25,50901,1015,"$2,000.00 ",$0.00 ,$645.00 ,"$2,000.00 ",April-21; May-21; June-21; July-21,4/16/21,,"$8,000.00 ",,,"$8,000.00 "
164447,,2136,,Match,Non_Exact,25,25,51101,1000,$0.00 ,$0.00 ,"$1,600.00 ",$0.00 ,April-21; May-21; June-21,3/26/21,$0.00 ,"$2,400.00 ",$0.00 ,,"$2,400.00 "
164448,,2128,,Match,Non_Exact,25,25,10205,1004,"$2,100.00 ",$0.00 ,$0.00 ,"$2,100.00 ",April-21; May-21; June-21,4/5/21,,"$6,300.00 ",$0.00 ,,"$6,300.00 "
164449,,2128,,Match,Exact,25,25,51200,3000,"$2,490.00 ",$0.00 ,"$2,240.00 ","$2,490.00 ",April-21; May-21; June-21; July-21,4/7/21,$0.00 ,$0.00 ,"$4,980.00 ",,"$4,980.00 "
164451,,,2131,No_Match,,,,110301,2019,$0.00 ,$0.00 ,$0.00 ,$0.00 ,April-21; May-21; June-21; July-21,4/16/21,,$0.00 ,"$6,500.00 ",,"$6,500.00 "
164452,,2118,,Match,Non_Exact,25,25,50500,1003,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,5/31/21,,$0.00 ,"$4,800.00 ",,"$4,800.00 "
164454,,2134,,Match,Non_Exact,25,25,80500,2002,"$8,400.00 ",$0.00 ,"$3,000.00 ","$8,400.00 ",September-20; October-20; November-20; December-20; January-21; February-21; April-21; May-21; June-21; July-21,4/23/21,,,"$13,800.00 ",,"$13,800.00 "
164455,,2131,,Match,Non_Exact,25,25,92400,1006,$0.00 ,$0.00 ,"$2,163.00 ",$0.00 ,April-21; May-21; June-21; July-21; August-21,6/16/21,$0.00 ,,"$8,500.00 ",,"$8,500.00 "
164456,,2126,,Match,Non_Exact,25,25,805,2005,"$4,400.00 ",$0.00 ,$300.00 ,"$4,400.00 ",December-20; January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/14/21,,$0.00 ,"$7,040.00 ",,"$7,040.00 "
164457,,2111,,Match,Non_Exact,25,25,110502,2000,"$1,900.00 ",$0.00 ,$467.00 ,"$1,900.00 ",April-21; May-21; June-21; July-21,4/14/21,,,"$7,600.00 ",,"$7,600.00 "
164458,,2115,,Match,Non_Exact,25,25,101102,3004,$0.00 ,$0.00 ,"$1,500.00 ",$0.00 ,March-21; April-21; May-21; June-21; July-21,4/21/21,,$0.00 ,"$6,000.00 ",,"$6,000.00 "
164459,,2128,,Match,Non_Exact,25,25,70103,1001,"$4,500.00 ",$0.00 ,"$4,268.00 ","$4,500.00 ",May-21; June-21; July-21; August-21; September-21,6/29/21,$968.14 ,"$7,246.00 ",,,"$8,214.14 "
164461,,2124,,Match,Non_Exact,25,25,50500,1003,"$1,450.00 ",$0.00 ,"$4,234.00 ","$1,450.00 ",April-21; May-21; June-21,4/14/21,$0.00 ,"$4,350.00 ",$0.00 ,,"$10,150.00 "
164462,,2128,,Match,Non_Exact,25,25,110104,1000,"$4,000.00 ",$0.00 ,"$1,800.00 ","$4,000.00 ",April-21; May-21; June-21,3/24/21,,"$5,350.00 ",$0.00 ,,"$5,350.00 "
164463,,2135,,Match,Non_Exact,25,25,100500,2006,"$3,300.00 ",$0.00 ,$704.00 ,"$3,300.00 ",February-21; March-21; April-21; May-21; June-21; July-21,4/30/21,,,,,"$6,800.00 "
164464,,2128,,Match,Exact,25,25,50700,1002,$0.00 ,$0.00 ,"$1,067.00 ",$0.00 ,,5/13/21,$75.85 ,$0.00 ,$0.00 ,,$75.85 
164465,,2136,,Match,Non_Exact,25,25,201,2002,"$10,000.00 ",$0.00 ,"$1,050.00 ","$10,000.00 ",April-20; May-20; June-20; July-20; August-20; September-20; October-20; November-20; December-20; January-21; February-21; March-21; April-21; May-21,7/5/21,,"$15,000.00 ",,,"$15,000.00 "
164466,,2126,,Match,Non_Exact,25,25,50300,1009,$0.00 ,$0.00 ,"$3,500.00 ",$0.00 ,April-21; May-21; June-21,5/6/21,$0.00 ,"$6,300.00 ",,,"$14,700.00 "
164467,,2119,,Match,Non_Exact,25,25,140102,1002,"$1,500.00 ",$0.00 ,$0.00 ,"$1,500.00 ",December-20; January-21; February-21; March-21; April-21,5/12/21,,"$2,250.00 ","$3,750.00 ",,"$9,750.00 "
164468,,2121,,Match,Non_Exact,25,25,101002,2018,$0.00 ,$0.00 ,"$1,000.00 ",$0.00 ,,4/12/21,$0.00 ,"$4,156.00 ",$0.00 ,,"$4,156.00 "
164469,,,2119,Tie,,,,80401,2003,$0.00 ,$0.00 ,"$2,800.00 ",$0.00 ,April-21; May-21; June-21,4/2/21,,"$5,100.00 ",,,"$5,100.00 "
164471,,,2121,No_Match,,,,81900,4010,$700.00 ,$0.00 ,$749.00 ,$700.00 ,,5/12/21,,$0.00 ,"$4,900.00 ",,"$4,900.00 "
164472,,2210,,Match,Non_Exact,25,25,101002,2019,"$4,158.00 ",$0.00 ,$600.00 ,"$4,158.00 ",,5/6/21,,,"$10,858.00 ",,"$10,858.00 "
164473,,2135,,Match,Non_Exact,25,25,100800,6002,"$4,765.00 ",$0.00 ,"$2,425.00 ","$4,765.00 ",January-21; February-21; April-21; May-21; June-21; July-21,4/23/21,$0.00 ,,"$8,866.00 ",,"$8,866.00 "
164474,,2125,,Match,Non_Exact,25,25,60604,1001,$0.00 ,$0.00 ,$0.00 ,$0.00 ,April-21; May-21; June-21,4/16/21,,"$4,476.00 ",$0.00 ,,"$4,476.00 "
164475,,2136,,Match,Non_Exact,25,25,202,2000,$0.00 ,$0.00 ,"$2,700.00 ",$0.00 ,March-21; April-21; May-21; June-21; July-21,5/18/21,,,"$10,800.00 ",,"$10,800.00 "
164477,,2119,,Match,Non_Exact,25,25,140202,2001,$0.00 ,$0.00 ,"$2,212.00 ",$0.00 ,May-21; June-21; July-21,4/23/21,,"$6,000.00 ",$0.00 ,,"$6,000.00 "
164478,,,2126,No_Match,,25,25,101101,3006,$0.00 ,$0.00 ,"$2,400.00 ",$0.00 ,,7/5/21,,"$4,950.00 ",$0.00 ,,"$4,950.00 "
164479,,,2136,Tie,,,,140300,2007,"$3,000.00 ",$0.00 ,"$3,000.00 ","$3,000.00 ",July-21; August-21,5/12/21,,,"$2,200.00 ",,"$2,200.00 "
164480,,2119,,Match,Exact,25,25,80100,1042,"$1,700.00 ",$0.00 ,$645.00 ,"$1,700.00 ",,7/5/21,,,"$8,500.00 ",,"$8,500.00 "
164481,,2121,,Match,Non_Exact,25,25,91700,3004,"$1,875.00 ",$0.00 ,$0.00 ,"$1,875.00 ",March-21; April-21; May-21; June-21; July-21; August-21,4/5/21,,$0.00 ,"$5,875.00 ",,"$5,875.00 "
164482,,2122,,Match,Non_Exact,25,25,82100,3002,"$2,000.00 ",$0.00 ,$167.00 ,"$2,000.00 ",January-21; February-21; March-21; April-21; May-21; June-21; July-21,4/22/21,,,"$14,000.00 ",,"$14,000.00 "
164498,,2128,,Match,Non_Exact,25,25,120700,1001,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,$0.00 ,"$6,225.00 ",,,"$6,225.00 "
164499,,2118,,Match,Non_Exact,25,25,50901,2001,$0.00 ,$0.00 ,$565.00 ,$0.00 ,May-21; July-21; August-21; September-21; October-21; November-21; December-21,5/23/21,,"$7,500.00 ",,,"$7,500.00 "
164507,,2134,,Match,Non_Exact,25,25,71101,2003,"$2,172.00 ",$0.00 ,"$2,368.00 ","$2,172.00 ",,5/19/21,,,"$7,253.00 ",,"$7,253.00 "
164517,,2136,,Match,Non_Exact,25,25,50901,1016,,$0.00 ,"$2,200.00 ",$0.00 ,June-21; July-21; August-21; September-21; October-21; November-21; December-21,,,"$6,836.00 ","$6,000.00 ",,"$12,836.00 "
164521,,2118,,Match,Non_Exact,25,25,140107,1015,$0.00 ,$0.00 ,"$45,000.00 ",$0.00 ,June-21; July-21; August-21; September-21,9/6/21,,,"$8,500.00 ",,"$8,500.00 "
164606,,2128,,Match,Non_Exact,25,25,91700,1001,"$8,250.00 ",$0.00 ,$0.00 ,"$8,250.00 ",April-21; May-21,4/2/21,,,"$15,000.00 ",,"$15,000.00 "
164608,,2125,,Match,Non_Exact,25,25,80601,2000,"$1,613.00 ","$4,034.00 ","$4,139.00 ","$5,647.00 ",21-Sep,5/13/21,"$1,324.01 ",,,,"$1,324.01 "
164609,,2125,,Match,Non_Exact,25,25,80601,2000,"$1,613.00 ","$4,034.00 ",$0.00 ,"$5,647.00 ",February-21; March-21; April-21; May-21; June-21; July-21; August-21; September-21; October-21,7/7/21,"$1,324.01 ",$0.00 ,,,"$1,324.01 "
164638,,2131,,Match,Non_Exact,25,25,90300,3003,,$0.00 ,"$3,302.00 ",$0.00 ,,,,,,$100.00 ,$100.00 
164641,,2124,,Match,Non_Exact,25,25,90100,1007,$0.00 ,"$1,064.56 ","$1,441.00 ","$1,064.56 ",August-21; September-21; October-21; November-21; December-21,9/17/21,$908.24 ,$900.00 ,$593.00 ,,"$2,401.24 "
164649,,2128,,Match,Non_Exact,25,25,70902,2000,,$0.00 ,$73.84 ,$0.00 ,,8/23/21,,"$3,240.00 ","$5,373.00 ",,"$8,613.00 "
